"BRWA","BWWA","GWWA"
"V854",0.125,0,0.0822
"V855",0.125,0.3529,0.3099
"V856",0,0.0588,0.0411
"V857",0,0.1667,0.1733
"V858",0.1429,0.0625,0.0417
"V859",0.2857,0.3529,0.1625
"V860",0.875,0.6364,0.5851
"V861",0.1667,0.5714,0.5052
"V862",0,0.0357,0.0654
"V863",0,0.1071,0.0189
"V864",0,0.125,0.0233
"V865",0.1429,0.2,0.0943
"V866",0.1429,0.2308,0.1275
"V867",0.2857,0.037,0.2019
"V868",0,0.2143,0.1724
"V869",0.5,0.6,0.4127
"V870",0.3333,0.3846,0.2951
"V871",0.5,0.3529,0.2295
"V872",0.5556,0.25,0.3393
"V873",0,0.2414,0.2613
"V874",0.3333,0.2857,0.26
"V875",0,0.0833,0.0638
"V876",0.25,0.4286,0.2642
"V877",0,0.1765,0.0698
"V878",0.2,0.375,0.1341
"V879",0,0.1765,0.069
"V880",0.2222,0.1071,0.0354
"V881",0,0.1333,0.0282
"V882",0,0.0667,0.0571
"V883",0.3333,0.375,0.3289
"V884",0.4,0.6522,0.4886
"V885",0.3333,0.2759,0.0885
"V886",0.2222,0.4643,0.2301
"V887",0,0,0.0556
"V888",0,0.037,0.0463
"V889",0,0.037,0.1019
"V890",0,0.1429,0.0648
"V891",0,0.037,0.0278
"V892",0.25,0.24,0.2115
"V893",0.1111,0.16,0.1048
"V894",0,0.1364,0.1765
"V895",0.1111,0.2069,0.0708
"V896",0.1111,0.0714,0.0901
"V897",0.2222,0.4138,0.4107
"V898",0.2222,0.4138,0.4107
"V899",0.1111,0.0357,0.1441
"V900",0,0.0357,0.0446
"V901",0.4444,0.3448,0.3426
"V902",0.1111,0,0.0727
"V903",0,0,0.0851
"V904",0,0,0.0213
"V905",0,0,0
"V906",0.6,0.0588,0.0909
"V907",0,0.1765,0.2097
"V908",0,0.0769,0.0353
"V909",0.4,0.3846,0.427
"V910",0,0,0.0575
"V911",0.3333,0.28,0.3571
"V912",0,0.1034,0.0804
"V913",0.5,0.0625,0.1452
"V914",0.3333,0,0.0317
"V915",0.3333,0,0.0317
"V916",0,0.1579,0.1231
"V917",0,0.0833,0.0741
"V918",0,0.2308,0.1852
"V919",0,0,0.0192
"V920",0.1111,0.12,0.1
"V921",0.2222,0.32,0.3434
"V922",0,0.125,0.0412
"V923",0,0.1923,0.0928
"V924",0,0.0385,0.0101
"V925",0,0.25,0.1522
"V926",0,0.0667,0.0339
"V927",0,0,0.0727
"V928",0,0,0.0536
"V929",0,0.0769,0.0182
"V930",0,0,0.0364
"V931",0,0.0769,0
"V932",0,0,0.082
"V933",0,0.1667,0.0492
"V934",0,0.1538,0.0645
"V935",0,0.1333,0.0667
"V936",0,0.0357,0.0625
"V937",0,0.2143,0.0649
"V938",0,0,0.029
"V939",0.5,0.5,0.411
"V940",0.25,0.3125,0.25
"V941",0.2,0.1667,0.1594
"V942",0,0.1176,0.0299
"V943",0.25,0.125,0.1978
"V944",0,0.0417,0.043
"V945",0,0,0.0213
"V946",0.375,0.5,0.4086
"V947",0,0,0.043
"V948",0.1667,0.2273,0.1702
"V949",0,0.087,0.033
"V950",0,0.16,0.0879
"V951",0,0.4583,0.2258
"V952",0,0.3704,0.4059
"V953",0,0.069,0.0882
"V954",0.1667,0.0476,0.0595
"V955",0.25,0.4286,0.3333
"V956",0,0.25,0.3636
"V957",0,0,0.0673
"V958",0,0,0.0874
"V959",0,0.0769,0.1154
"V960",0.1111,0.0714,0.1161
"V961",0.1111,0,0.0631
"V962",0.1111,0.0714,0.0541
"V963",0.3333,0.1724,0.2054
"V964",0,0.0345,0.0625
"V965",0,0.0556,0.0469
"V966",0,0.0526,0.0159
"V967",0,0.2105,0.1364
"V968",0.625,0.4138,0.3939
"V969",0.5,0.4167,0.2982
"V970",0,0.0909,0.0377
"V971",0,0,0.0619
"V972",0.1111,0.5517,0.2655
"V973",0.1111,0,0.0531
"V974",0,0.36,0.4141
"V975",0,0.0435,0.1569
"V976",0.1111,0.1364,0.0619
"V977",0,0.087,0.0412
"V978",0,0.0769,0.0495
"V979",0.125,0.2917,0.1837
"V980",0.25,0.3704,0.1667
"V981",0.375,0.2308,0.0588
"V982",0.3333,0.3462,0.2636
"V983",0,0.2,0.1009
"V984",0,0.0833,0.0545
"V985",0,0.0833,0.0213
"V986",0,0.0833,0
"V987",0.2222,0.1071,0.1875
"V988",0.1111,0.1379,0.1887
"V989",0,0.0357,0.0467
"V990",0.1111,0.0714,0.066
"V991",0,0.1765,0.0444
"V992",0.4,0.1875,0.2245
"V993",0,0,0.0444
"V994",0,0.0625,0
"V995",0,0,0.0267
"V996",0.125,0.0526,0.0519
"V997",0.1111,0.0357,0.0734
"V998",0,0,0.0294
"V999",0,0.1111,0.1091
"V1000",0,0,0.1132
"V1001",0,0,0.038
"V1002",0,0,0.0375
"V1003",0,0.0357,0.0094
"V1004",0,0,0.0189
"V1005",0,0.0345,0.0973
"V1006",0.5,0.6071,0.5657
"V1007",0,0.0385,0.0467
"V1008",0,0.0833,0.0686
"V1009",0.4444,0.3704,0.219
"V1010",0,0.04,0.045
"V1011",0,0.12,0.027
"V1012",0,0.04,0.0357
"V1013",0,0.08,0.0357
"V1014",0.2222,0.2759,0.283
"V1015",0.2857,0.6207,0.5673
"V1016",0.5,0.4815,0.3868
"V1017",0.375,0.069,0.0185
"V1018",0.1111,0.0345,0.0442
"V1019",0.4,0.3462,0.3297
"V1020",0,0,0.0377
"V1021",0,0.0741,0.0935
"V1022",0.5,0.3929,0.3368
"V1023",0.4286,0.4138,0.3265
"V1024",0.1111,0.1379,0.0177
"V1025",0.2222,0.2069,0.1239
"V1026",0.1111,0.069,0.027
"V1027",0.6667,0.5,0.4815
"V1028",0,0.069,0.0619
"V1029",0.3333,0.1905,0.29
"V1030",0.2857,0.3043,0.3365
"V1031",0.4286,0.3333,0.398
"V1032",0,0,0.0467
"V1033",0,0,0.1238
"V1034",0.1667,0.1538,0.0283
"V1035",0,0.04,0.0748
"V1036",1,0.6923,0.8302
"V1037",0,0.0357,0.0973
"V1038",0,0,0.0208
"V1039",0,0,0.06
"V1040",0,0.0833,0.0208
"V1041",0,0.3333,0.2182
"V1042",0,0,0.0204
"V1043",0.25,0.0769,0.02
"V1044",0,0.0667,0.1385
"V1045",0,0,0
"V1046",0,0,0
"V1047",0,0,0
"V1048",0,0.1333,0.0469
"V1049",0,0.0714,0.0781
"V1050",0,0,0.0377
"V1051",0.7778,0.3333,0.4907
"V1052",0,0.1154,0.1215
"V1053",0.5,0.3077,0.5429
"V1054",0.25,0.0385,0.1121
"V1055",0.1111,0.1111,0.1028
"V1056",0.25,0.32,0.271
"V1057",0.3333,0.1923,0.2212
"V1058",0.1111,0.1379,0.028
"V1059",0.125,0.037,0.1509
"V1060",0,0.0345,0.0467
"V1061",0,0,0.0588
"V1062",0,0.0714,0.04
"V1063",0,0.05,0.0745
"V1064",0,0.15,0.0957
"V1065",0,0.0476,0.0521
"V1066",0.3333,0.45,0.3222
"V1067",0,0.2,0.1042
"V1068",0,0.0769,0.058
"V1069",0.5,0.5882,0.5
"V1070",0.3333,0.375,0.4737
"V1071",0.1667,0,0.0597
"V1072",0.1667,0,0.0685
"V1073",0.1429,0.2667,0.2958
"V1074",0,0.125,0.2361
"V1075",0.4,0.4,0.209
"V1076",0.4,0.5333,0.4595
"V1077",0.2,0.0714,0.0769
"V1078",0,0,0.1618
"V1079",0,0.1538,0.0536
"V1080",0.25,0.0909,0.0508
"V1081",0.25,0.5789,0.3036
"V1082",0.5,0.2667,0.2571
"V1083",0.25,0,0.0882
"V1084",0,0,0.0556
"V1085",0.5,0.5,0.2667
"V1086",0,0.1765,0.0448
"V1087",0,0,0.058
"V1088",0.2222,0.2308,0.1333
"V1089",0,0.08,0.1505
"V1090",0.2,0.45,0.4865
"V1091",0,0.2,0.0972
"V1092",0,0.1429,0.058
"V1093",0.2857,0.2941,0.1974
"V1094",0,0,0.0597
"V1095",0,0.0667,0.1077
"V1096",0,0.375,0.2429
"V1097",0,0,0.0449
"V1098",0,0.0909,0.1
"V1099",0,0.2308,0.0417
"V1100",0,0,0.0612
"V1101",0,0.2857,0.1698
"V1102",0,0.2857,0.16
"V1103",0,0,0
"V1104",0,0.0833,0.0508
"V1105",0,0.0833,0.0351
"V1106",0,0.0909,0.0517
"V1107",0,0.0909,0.1017
"V1108",0.75,0.4545,0.3768
"V1109",0,0.0833,0.069
"V1110",0,0,0.0517
"V1111",1,0.7857,0.8511
"V1112",0.1667,0.4286,0.4194
"V1113",0,0.4286,0.2963
"V1114",0,0,0.0612
"V1115",0,0.0526,0.0923
"V1116",0,0,0
"V1117",0.1667,0,0.0189
"V1118",0.1667,0.1333,0.1273
"V1119",0.1667,0,0.0566
"V1120",0.1667,0,0.0189
"V1121",0,0.0667,0
"V1122",0,0,0.0556
"V1123",0,0,0
"V1124",0,0.0345,0.0455
"V1125",0.125,0,0.0562
"V1126",0,0,0.0444
"V1127",0,0,0.0879
"V1128",0,0.1429,0.0714
"V1129",0.75,0.75,0.5556
"V1130",0,0.0455,0.0505
"V1131",0.5714,0.5926,0.5248
"V1132",0,0.0714,0.0796
"V1133",0,0.0714,0.0796
"V1134",0.2,0.0588,0.1282
"V1135",0,0,0.0526
"V1136",0,0.0526,0.05
"V1137",0.3333,0.25,0.3765
"V1138",0.3333,0.2941,0.1463
"V1139",0.6,0.75,0.6351
"V1140",0,0.2143,0
"V1141",0,0.4,0.2131
"V1142",0,0.1429,0.0943
"V1143",0.4,0.3571,0.3684
"V1144",0,0.1176,0.0685
"V1145",0,0.05,0.1014
"V1146",0.1111,0.1034,0.0536
"V1147",0.2222,0.1379,0.2566
"V1148",0.4444,0.3214,0.243
"V1149",0.1111,0.2759,0.1909
"V1150",0.1111,0.0345,0.036
"V1151",0,0.1765,0.2769
"V1152",0,0.125,0.0328
"V1153",0,0,0.0909
"V1154",0.3333,0.3929,0.2342
"V1155",0.1111,0.3103,0.2679
"V1156",0.1111,0,0.0396
"V1157",0.5556,0.4643,0.35
"V1158",0,0.04,0
"V1159",0,0.0435,0.0213
"V1160",0,0.0345,0.0708
"V1161",0.2222,0.069,0.0354
"V1162",0,0.1379,0.0631
"V1163",0.1111,0,0.0354
"V1164",0.3333,0.5,0.4273
"V1165",0.6667,0.3636,0.46
"V1166",1,0.6667,0.661
"V1167",0.75,0.3077,0.4667
"V1168",0.6667,0.3077,0.4667
"V1169",0.2,0,0.0462
"V1170",0.2,0,0.0923
"V1171",0.4,0,0.1857
"V1172",0.2222,0.1429,0.1518
"V1173",0,0.069,0.1416
"V1174",0.1111,0.1111,0.1964
"V1175",0,0.1429,0.0619
"V1176",0,0,0.0531
"V1177",0,0.069,0.0531
"V1178",0,0.1071,0.0446
"V1179",0.4444,0.2069,0.2252
"V1180",0.1111,0.069,0.0811
"V1181",0,0.069,0.0708
"V1182",0,0,0.0127
"V1183",0,0.3529,0.175
"V1184",0,0.2778,0.125
"V1185",0,0.1111,0.0513
"V1186",0,0.0556,0.038
"V1187",0,0.069,0.0531
"V1188",0.2222,0.1923,0.1982
"V1189",0.3333,0.2692,0.1909
"V1190",0.5556,0.5,0.4636
"V1191",0,0,0.0973
"V1192",0,0.0476,0.0282
"V1193",0.1429,0.05,0.0704
"V1194",0,0.0833,0.08
"V1195",0,0.0769,0.0784
"V1196",0,0.2143,0.1698
"V1197",0,0,0
"V1198",0.2,0,0.0172
"V1199",0,0,0.0702
"V1200",0,0,0.069
"V1201",0,0,0.0145
"V1202",0.5,0.3077,0.5068
"V1203",0,0.0714,0.0725
"V1204",0.4,0,0.0429
"V1205",0.3333,0,0.0423
"V1206",0.2,0,0.0278
"V1207",0.25,0.375,0.1831
"V1208",0,0,0.0429
"V1209",0,0.125,0.0506
"V1210",0,0.1154,0.0283
"V1211",0.1111,0.0357,0.0714
"V1212",0,0.069,0.0708
"V1213",0,0.0345,0.0531
"V1214",0.1111,0.069,0.0982
"V1215",0.1111,0.1034,0.0442
"V1216",0,0.0556,0.04
"V1217",0,0,0.0533
"V1218",0.1111,0.1111,0.0446
"V1219",0,0.0357,0.0625
"V1220",0,0.0357,0.1441
"V1221",0,0.069,0.0541
"V1222",0,0,0.0625
"V1223",0.4,0.4286,0.3036
"V1224",0,0,0.0208
"V1225",0.6667,0.1667,0.4615
"V1226",0,0.0769,0.0619
"V1227",0,0.1429,0.1339
"V1228",0.2,0.0476,0.0122
"V1229",0,0.0769,0.055
"V1230",0,0,0.0545
"V1231",0.1111,0.1154,0.215
"V1232",0.6,0.7143,0.6604
"V1233",0,0.125,0.14
"V1234",0,0.0769,0.0098
"V1235",0.1667,0.2,0.1584
"V1236",0.125,0.1852,0.0891
"V1237",0.375,0.1852,0.1275
"V1238",0.8333,0.3684,0.2889
"V1239",0,0.3529,0.1395
"V1240",0,0.5714,0.3276
"V1241",0.4,0.0714,0.15
"V1242",0.2,0.0769,0.0833
"V1243",0,0.125,0.0484
"V1244",0.4286,0.5714,0.6119
"V1245",0,0.1333,0.1207
"V1246",0,0,0.0727
"V1247",0.5,0.2308,0.2321
"V1248",0,0.2,0.1667
"V1249",0.25,0.125,0.0189
"V1250",0,0,0.0566
"V1251",0.25,0.25,0.2241
"V1252",0,0.0714,0.0755
"V1253",0,0.0741,0.0337
"V1254",0,0.037,0.0659
"V1255",0,0,0.1319
"V1256",0.5556,0.4444,0.5495
"V1257",0.75,0.3,0.3012
"V1258",0.125,0.0952,0.0476
"V1259",0,0.125,0.0353
"V1260",0.8,0.6667,0.6531
"V1261",0.1111,0.0357,0.0909
"V1262",0,0.0357,0.0721
"V1263",0.125,0.1364,0.0659
"V1264",0.5556,0.5926,0.4953
"V1265",0,0.0714,0.1376
"V1266",0.1111,0.1786,0.1818
"V1267",0,0.1538,0.2018
"V1268",0.1111,0.1111,0.1455
"V1269",0,0.087,0.0825
"V1270",0.2857,0.1818,0.1616
"V1271",0,0.1667,0.0714
"V1272",0,0.0476,0.0204
"V1273",0.3333,0.5,0.4237
"V1274",0,0.2222,0.1296
"V1275",0.75,0.3043,0.225
"V1276",0.125,0.2308,0.1852
"V1277",0,0.037,0.1
"V1278",0,0.037,0.045
"V1279",0,0.0741,0.1
"V1280",0,0.1071,0.1193
"V1281",0,0.0357,0.027
"V1282",0.1111,0.1724,0.0804
"V1283",0,0.0345,0.0354
"V1284",0.2222,0.0345,0.0531
"V1285",0.3333,0.1379,0.2743
"V1286",0.1111,0.0345,0.0796
"V1287",0.1111,0,0.0323
"V1288",0,0,0.0222
"V1289",0.3333,0.1364,0.125
"V1290",0.2,0,0.0556
"V1291",0,0.1429,0.1059
"V1292",0,0.0769,0.0842
"V1293",0,0.0385,0.0515
"V1294",0.6667,0.5417,0.5055
"V1295",0.6667,0.5652,0.5169
"V1296",0.4286,0.6154,0.5824
"V1297",0.5714,0.3077,0.3333
"V1298",0,0.4074,0.2079
"V1299",0,0.2083,0.2766
"V1300",0.2222,0.2917,0.2157
"V1301",0.2222,0,0.1386
"V1302",0,0,0.02
"V1303",0,0,0.05
"V1304",0.3333,0.1429,0.1129
"V1305",0,0.1667,0.0938
"V1306",0,0.0714,0.0145
"V1307",0,0,0.1194
"V1308",0,0.0714,0.029
"V1309",0,0.0769,0.0845
"V1310",0,0,0.0196
"V1311",0.1667,0.4375,0.2
"V1312",0.1667,0.3529,0.3103
"V1313",0.1667,0.3529,0.3036
"V1314",0,0,0.0727
"V1315",0,0.0714,0.1667
"V1316",0,0.1765,0.037
"V1317",0,0.125,0.0185
"V1318",0.3333,0.5517,0.5225
"V1319",0.2222,0.2963,0.2182
"V1320",0.2,0.0556,0.1136
"V1321",0,0.1111,0.0213
"V1322",0,0.0345,0.0531
"V1323",0,0.0345,0.1429
"V1324",0.1111,0.1034,0.0708
"V1325",0.8889,0.5714,0.5179
"V1326",0,0.1724,0.0708
"V1327",0,0.04,0.0727
"V1328",0.125,0.32,0.1649
"V1329",0.125,0.0833,0.04
"V1330",0.1111,0.3333,0.1481
"V1331",0,0.3448,0.3545
"V1332",0.3333,0.1724,0.1858
"V1333",0,0.0909,0.0706
"V1334",0.2857,0.0526,0.039
"V1335",0.1111,0.1034,0.036
"V1336",0.2222,0.2857,0.2857
"V1337",1,0.4615,0.5
"V1338",0.25,0.0526,0.0952
"V1339",0.2,0.0833,0.0693
"V1340",0.2,0.0833,0.1212
"V1341",0.3333,0.1667,0.1829
"V1342",0,0.15,0.1519
"V1343",0.1111,0.1379,0.1416
"V1344",0.1111,0.2414,0.3964
"V1345",0.1111,0,0.0354
"V1346",0,0,0.0536
"V1347",0.1111,0.1034,0.0446
"V1348",0,0.0714,0.0536
"V1349",0,0.0667,0.0645
"V1350",0,0.125,0.0606
"V1351",0,0,0.1111
"V1352",0,0.2857,0.3594
"V1353",0.375,0.375,0.2857
"V1354",0.25,0.087,0.1224
"V1355",0.125,0.3684,0.2676
"V1356",0,0.1111,0.0694
"V1357",0,0.25,0.0959
"V1358",0,0.069,0.0531
"V1359",0.3333,0.1379,0.2655
"V1360",0.4444,0.3214,0.1389
"V1361",0.375,0.6786,0.5182
"V1362",0,0.1379,0.045
"V1363",0,0.069,0.0541
"V1364",0.2222,0.7241,0.4273
"V1365",0.2222,0.2069,0.1062
"V1366",0,0.0556,0.0625
"V1367",0.3333,0.0556,0.0317
"V1368",0,0.0526,0.082
"V1369",0,0,0.0862
"V1370",0.5,0.25,0.1613
"V1371",0.5,0.0556,0.0484
"V1372",0.375,0.625,0.3913
"V1373",0.25,0.2308,0.1881
"V1374",0,0,0.05
"V1375",0.2,0.0588,0.0339
"V1376",0,0.1765,0.0781
"V1377",1,0.5789,0.6087
"V1378",0,0,0.0588
"V1379",0,0,0.0658
"V1380",0.2,0.2727,0.08
"V1381",0.25,0.0909,0.0526
"V1382",0.25,0.05,0.0896
"V1383",0.25,0,0.0286
"V1384",0,0.1,0.0323
"V1385",0.4,0.5652,0.2444
"V1386",0.125,0.1429,0.0549
"V1387",0.25,0.4545,0.3846
"V1388",0.25,0.15,0.0215
"V1389",0,0,0.043
"V1390",0,0,0.0833
"V1391",0,0.0769,0.0444
"V1392",0,0.1379,0.0536
"V1393",0,0.0385,0.055
"V1394",0,0,0.0748
"V1395",0,0.0769,0.1019
"V1396",0,0.0556,0.0947
"V1397",0,0.1,0.0426
"V1398",0.125,0.2632,0.3478
"V1399",0,0,0.0957
"V1400",0.25,0,0.0482
"V1401",0.6,0.4211,0.5169
"V1402",0.25,0.1176,0.1765
"V1403",0,0.1765,0.1481
"V1404",0.6667,0.4545,0.4886
"V1405",0,0.2222,0.0617
"V1406",0.2,0.3684,0.4235
"V1407",0,0.087,0.1263
"V1408",0.1429,0.2609,0.1809
"V1409",0,0.0435,0.0426
"V1410",0,0.1739,0.1848
"V1411",0,0.1739,0.1809
"V1412",0,0.1333,0.0962
"V1413",0,0.25,0.2712
"V1414",0,0,0.082
"V1415",0,0.1034,0.0619
"V1416",0.2857,0.4091,0.25
"V1417",0,0.08,0.0571
"V1418",0,0.0833,0.0571
"V1419",0,0,0.0588
"V1420",0.5,0.125,0.2105
"V1421",0,0.125,0.1455
"V1422",0,0.0714,0.1481
"V1423",0,0.0714,0.0784
"V1424",0,0.0714,0.0784
"V1425",0,0.0714,0.08
"V1426",0,0.125,0.1087
"V1427",0.2222,0.069,0.1239
"V1428",0.1111,0.0714,0.0354
"V1429",0,0.1724,0.0708
"V1430",0.1111,0.1034,0.0442
"V1431",0.4444,0.1481,0.1532
"V1432",0.4444,0.4444,0.5046
"V1433",0,0.1034,0.0545
"V1434",0.2222,0.5,0.3909
"V1435",0.1111,0.0345,0.0357
"V1436",0,0.1724,0.1081
"V1437",0,0.1724,0.1081
"V1438",0,0.2857,0.0946
"V1439",0,0,0.0938
"V1440",0.1429,0.12,0.3478
"V1441",0,0.0385,0.0722
"V1442",0,0.2692,0.0825
"V1443",0,0,0.0444
"V1444",0,0,0.0333
"V1445",0,0.1304,0.0769
"V1446",0.125,0.0741,0.066
"V1447",0,0,0.0377
"V1448",0.5,0.2917,0.3981
"V1449",0,0.0741,0.055
"V1450",0,0.1111,0.0385
"V1451",0.125,0,0.0388
"V1452",0.125,0.12,0.0943
"V1453",0,0.1667,0.0857
"V1454",0,0.1818,0.07
"V1455",0,0,0.1149
"V1456",0.2857,0.1905,0.1647
"V1457",0.2857,0.1905,0.1744
"V1458",0,0.0455,0.0976
"V1459",0,0.0714,0.0926
"V1460",0,0.1379,0.1091
"V1461",0.2,0.2105,0.2222
"V1462",0,0.0417,0.21
"V1463",0.25,0.04,0.0381
"V1464",0,0.3103,0.0531
"V1465",0.2222,0.0345,0.0708
"V1466",0.1111,0.0345,0.0708
"V1467",0.1111,0.1724,0.1062
"V1468",0.2222,0.0345,0.0442
"V1469",0.1111,0.2143,0.2389
"V1470",0.2222,0.0345,0.0354
"V1471",1,0.875,0.7253
"V1472",0.75,0.875,0.7253
"V1473",0.5556,0.5652,0.55
"V1474",0,0.0741,0.066
"V1475",0,0.0741,0.0367
"V1476",0,0.0769,0.0841
"V1477",0,0.05,0.0513
"V1478",0,0.1429,0.1519
"V1479",0,0,0.08
"V1480",0.1667,0.2727,0.2857
"V1481",0.3333,0.4615,0.3396
"V1482",0.1111,0,0.0654
"V1483",0,0.0741,0.037
"V1484",0,0.0417,0.0556
"V1485",0.1111,0.037,0.0833
"V1486",0,0.1071,0.0734
"V1487",0.2222,0.0357,0.045
"V1488",0.1111,0.037,0.0841
"V1489",0.5556,0.6207,0.3426
"V1490",0.1429,0.32,0.2453
"V1491",0,0,0.1341
"V1492",0.4286,0.5714,0.5357
"V1493",0.5714,0.3182,0.3038
"V1494",0.1429,0.0952,0.4125
"V1495",0,0.0476,0.075
"V1496",0.1111,0.1379,0.1351
"V1497",0.125,0,0.0714
"V1498",0,0.25,0.0808
"V1499",0.375,0.25,0.3469
"V1500",0.25,0.1304,0.0408
"V1501",0.25,0.5385,0.3492
"V1502",0,0,0.0758
"V1503",0,0.0769,0.0508
"V1504",0,0.4545,0.2069
"V1505",0,0.5385,0.2759
"V1506",0,0,0.0588
"V1507",0,0.1923,0.1981
"V1508",0,0.1818,0.0417
"V1509",0,0.2308,0.1765
"V1510",0,0.1538,0.0208
"V1511",0,0.0909,0.0851
"V1512",0,0.1071,0.045
"V1513",0,0.0357,0.0536
"V1514",0,0.0455,0.0909
"V1515",0.2,0.1304,0.0449
"V1516",0.2,0.0455,0.0333
"V1517",0.4,0.1667,0.1591
"V1518",1,0.4444,0.5882
"V1519",0,0.2778,0.0833
"V1520",0,0.1667,0.1447
"V1521",0,0,0
"V1522",0,0.0455,0.0449
"V1523",0,0.0476,0.0674
"V1524",0,0,0.0337
"V1525",0,0,0.0227
"V1526",0,0,0.1124
"V1527",0,0,0.046
"V1528",0,0,0.0337
"V1529",0,0.1379,0.0354
"V1530",0.3333,0,0.0263
"V1531",0.25,0,0.0667
"V1532",0,0.1111,0.0263
"V1533",0.1429,0,0.027
"V1534",0.2857,0.4444,0.2162
"V1535",0,0.35,0.1857
"V1536",0.1667,0.0556,0.0704
"V1537",0.2857,0.2222,0.2589
"V1538",0,0.0526,0.0909
"V1539",0.625,0.6296,0.4495
"V1540",0.1111,0,0.0708
"V1541",0,0,0.0417
"V1542",0,0.0385,0.086
"V1543",0,0.1667,0.13
"V1544",0,0,0.0822
"V1545",0.1429,0.1667,0.0822
"V1546",0.1429,0.0588,0.0548
"V1547",0,0.1579,0.0548
"V1548",0,0.0588,0.0395
"V1549",0,0.1071,0.0273
"V1550",0.1111,0.0357,0.0364
"V1551",0.1111,0.3704,0.2844
"V1552",0.1667,0.0769,0.0328
"V1553",0.125,0.2308,0.127
"V1554",0,0,0
"V1555",0.1111,0.069,0.0187
"V1556",0.3333,0.0769,0.1616
"V1557",0.1111,0.0345,0.036
"V1558",0.1111,0.1429,0.027
"V1559",0,0.3929,0.2909
"V1560",0,0.0741,0.1651
"V1561",0.1111,0.1071,0.0901
"V1562",0,0.069,0.0545
"V1563",0,0.0345,0.055
"V1564",0,0.0385,0.0485
"V1565",0,0.0417,0.0686
"V1566",0.1429,0.1111,0.0792
"V1567",0.625,0.6667,0.5979
"V1568",0.2222,0.1667,0.1667
"V1569",0.25,0.4545,0.1818
"V1570",0,0,0.0769
"V1571",0,0.0909,0.098
"V1572",0,0,0.0755
"V1573",0.25,0,0.04
"V1574",0,0,0.0769
"V1575",0,0.0769,0.0577
"V1576",0,0,0.0319
"V1577",0.25,0.3043,0.2826
"V1578",0.4286,0.375,0.3187
"V1579",0,0.0909,0.0426
"V1580",0.4286,0.375,0.3297
"V1581",0,0.0455,0.0316
"V1582",0,0,0.0106
"V1583",0,0.0476,0.0319
"V1584",0,0.0952,0.1
"V1585",0,0.1053,0.0571
"V1586",0.6,0.4783,0.4
"V1587",0,0.1667,0.1
"V1588",0.125,0.1111,0.1014
"V1589",0.1667,0.5789,0.5205
"V1590",0.1667,0.5556,0.5278
"V1591",0,0.0667,0.1045
"V1592",0.5,0.2222,0.2857
"V1593",0.5,0.1765,0.2258
"V1594",0.1667,0.1875,0.129
"V1595",0,0,0.0505
"V1596",0,0,0.0602
"V1597",0.5,0.2174,0.1529
"V1598",0.125,0.0476,0.2658
"V1599",0,0.1818,0.037
"V1600",0.1111,0.3929,0.3243
"V1601",0,0,0.0177
"V1602",0.1111,0.0357,0.0811
"V1603",0,0,0.0619
"V1604",0.1111,0.0714,0.1416
"V1605",0,0.1111,0.0566
"V1606",0,0.0741,0.0762
"V1607",0.3333,0,0.1038
"V1608",0.2857,0.2143,0.3137
"V1609",0,0.1538,0.0192
"V1610",0,0.0769,0.0388
"V1611",0.1111,0.1538,0.0198
"V1612",0,0.3077,0.2747
"V1613",0,0.1429,0.0273
"V1614",0,0.0357,0.0455
"V1615",0,0,0.0122
"V1616",0.3333,0.1429,0.0976
"V1617",0,0.1905,0.0964
"V1618",0.125,0.1053,0.0988
"V1619",0,0.2632,0.1519
"V1620",0,0.1667,0.1139
"V1621",0,0,0.0617
"V1622",0.1429,0,0.0625
"V1623",0.1429,0.28,0.2159
"V1624",0.3333,0.5172,0.404
"V1625",0.3333,0.4828,0.4257
"V1626",0.2222,0.3077,0.2095
"V1627",0,0.037,0.0642
"V1628",0,0.0833,0.0714
"V1629",0.25,0.5714,0.2826
"V1630",0,0.25,0.0357
"V1631",0,0.1429,0.0167
"V1632",0,0.4444,0.2143
"V1633",0,0.2857,0.1552
"V1634",0,0,0.0169
"V1635",0,0.2857,0.1852
"V1636",0,0.5,0.14
"V1637",0,0,0.0167
"V1638",0,0,0.0172
"V1639",0,0.5,0.0339
"V1640",0.1111,0.0357,0.0545
"V1641",0.1111,0.1071,0.1339
"V1642",0,0.2414,0.1982
"V1643",0,0.0741,0.0541
"V1644",0,0.1923,0.1441
"V1645",0.7143,0.6471,0.6744
"V1646",0.1667,0,0.0625
"V1647",0.1667,0.1333,0.2113
"V1648",0.3333,0.0769,0.0781
"V1649",0,0,0.0164
"V1650",0,0,0.0328
"V1651",0.25,0,0
"V1652",0,0.1667,0.0833
"V1653",0.5,0.1538,0.1642
"V1654",0,0,0.0333
"V1655",0.5,0.5333,0.44
"V1656",0,0.3077,0.4082
"V1657",0,0.0476,0.038
"V1658",0.1111,0.069,0.0446
"V1659",0,0.069,0.0625
"V1660",0.1111,0.25,0.1071
"V1661",0.25,0.2143,0.2206
"V1662",0,0.0588,0.0417
"V1663",0.5,0.5882,0.4267
"V1664",0,0.1034,0.0545
"V1665",0,0,0.0909
"V1666",0.3333,0.4483,0.3091
"V1667",0.1111,0.0345,0.0182
"V1668",0,0,0.0273
"V1669",1,0.8462,0.7872
"V1670",0,0.0714,0.234
"V1671",1,0.6667,0.6852
"V1672",0,0.0909,0.1026
"V1673",0,0.0952,0.0602
