"BRWA"	"BWWA"	"GWWA"
"V784"	0	0.0677	0.0768
"V785"	0.1111	0.2487	0.1975
"V786"	0.4333	0	0.0473
"V787"	0.5	0.498	0.4805
"V788"	0	0.0455	0.0694
"V789"	0.5	0.4375	0.4783
"V790"	0.5	0.3022	0.3406
"V791"	0.5	0.2115	0.1814
"V792"	NA	0	0.0508
"V793"	NA	0.2692	0.2005
"V794"	NA	0.2692	0.1992
"V795"	NA	0.0909	0.0846
"V796"	NA	0.0833	0.0695
"V797"	NA	0.0909	0.02
"V798"	NA	0	0.0555
"V799"	0	0.0833	0.0511
"V800"	0.4	0.3269	0.3427
"V801"	0.4	0.3269	0.348
"V802"	0	0.4522	0.3711
"V803"	0	0.2692	0.2588
"V804"	0	0.0417	0.0662
"V805"	0.1111	0.1245	0.1679
"V806"	0	0.0435	0.0671
"V807"	0	0.0929	0.1067
"V808"	0.5179	0.3289	0.33
"V809"	0	0.164	0.0114
"V810"	0.5357	0.4103	0.4047
"V811"	0.25	0.1833	0.1097
"V812"	0.125	0.0417	0.0716
"V813"	0	0.0833	0.0919
"V814"	0.1111	0.3426	0.3435
"V815"	0	0	0.0781
"V816"	NA	0.2455	0.02
"V817"	NA	0.0909	0.0791
"V818"	0	0	0.0657
"V819"	0	0	0.0737
"V820"	0.5	0.5064	0.4376
"V821"	0	0	0.0888
"V822"	0	0.0667	0.1123
"V823"	0.1111	0.1958	0.0768
"V824"	0	0	0.0662
"V825"	0.4333	0.4105	0.3423
"V826"	0.5238	0.4816	0.5008
"V827"	0.1429	0.1762	0.1919
"V828"	0	0	0.0753
"V829"	0.2857	0.1421	0.2975
"V830"	0.5	0.3167	0.2823
"V831"	0.3333	0	0.0331
"V832"	0	0.0476	0.1143
"V833"	0	0.0455	0.0544
"V834"	0	0	0.0524
"V835"	0.1111	0	0.0687
"V836"	0.1111	0.0677	0.1835
"V837"	0	0	0.0866
"V838"	0	0	0.0866
"V839"	0	0	0.0959
"V840"	0	0	0.1113
"V841"	0.6667	0.4942	0.4962
"V842"	0.6667	0	0.2899
"V843"	0	0.0385	0.0492
"V844"	0	0.04	0.1046
"V845"	0.2222	0.0769	0.0199
"V846"	0	0.215	0.1234
"V847"	0	0.0588	0.144
"V848"	0	0.1078	0.0566
"V849"	0	0.1078	0.0828
"V850"	0	0.0625	0.0592
"V851"	0.3929	0.2628	0.1492
"V852"	0.3214	0.15	0.2118
"V853"	0	0	0.0815
"V854"	0.125	0	0.0793
"V855"	0.125	0.2978	0.2634
"V856"	0	0.0588	0.0405
"V857"	0	0.1569	0.1593
"V858"	0.1429	0.0625	0.0411
"V859"	0.2619	0.2978	0.171
"V860"	0.5	0.4913	0.4857
"V861"	0.5667	0.5095	0.4991
"V862"	0	0.0357	0.0636
"V863"	0.2222	0.1032	0.0188
"V864"	0	0.1196	0.0458
"V865"	0.1429	0.1833	0.1074
"V866"	0.1429	0.2077	0.137
"V867"	0.2619	0.037	0.2271
"V868"	0	0.3077	0.3524
"V869"	0.4167	0.5048	0.4831
"V870"	0.3333	0.4744	0.4336
"V871"	0.4167	0.4743	0.4757
"V872"	0.4167	0.2751	0.3059
"V873"	0	0.2155	0.2542
"V874"	0.3333	0.2527	0.2576
"V875"	0	0.0833	0.0624
"V876"	0.25	0.3462	0.2311
"V877"	0.4	0.261	0.1309
"V878"	0.5	0.4458	0.3095
"V879"	0.3333	0.261	0.1295
"V880"	0.2083	0.1032	0.0349
"V881"	0	0.1286	0.028
"V882"	0	0.0667	0.0559
"V883"	0.3	0.3875	0.2763
"V884"	0.35	0.4723	0.495
"V885"	0.2917	0.2414	0.1011
"V886"	0.2083	0.3611	0.218
"V887"	0	0	0.0889
"V888"	0	0.037	0.0454
"V889"	0	0.037	0.13
"V890"	0	0.1349	0.0803
"V891"	0	0.1083	0.0275
"V892"	0.4107	0.3283	0.2482
"V893"	0.1111	0.15	0.1497
"V894"	0.25	0.1299	0.2237
"V895"	0.1111	0.1884	0.0686
"V896"	0.1111	0.1362	0.0864
"V897"	0.2083	0.4606	0.4176
"V898"	0.2083	0.4606	0.4176
"V899"	0.1111	0.0357	0.1343
"V900"	0	0.0357	0.0438
"V901"	0.3611	0.2894	0.3421
"V902"	0.1111	0	0.0704
"V903"	0	0	0.1582
"V904"	0	0.1818	0.0213
"V905"	0	0.1538	0.0426
"V906"	0.45	0.1691	0.1671
"V907"	0	0.261	0.3794
"V908"	0	0.0754	0.0349
"V909"	0.35	0.4354	0.4337
"V910"	0	0	0.0561
"V911"	0.5	0.3017	0.3891
"V912"	0	0.0998	0.0939
"V913"	0.5	0.2792	0.2848
"V914"	0.3333	0	0.0622
"V915"	0.3333	0	0.0622
"V916"	0	0.2368	0.2846
"V917"	0.6667	0.3561	0.072
"V918"	0	0.2115	0.3505
"V919"	0	0	0.0569
"V920"	0.1111	0.185	0.1134
"V921"	0.5417	0.4467	0.4885
"V922"	0	0.1196	0.0797
"V923"	0.2222	0.2938	0.1611
"V924"	0	0.1123	0.0301
"V925"	0	0.3485	0.2773
"V926"	0	0.0667	0.0979
"V927"	0	0	0.1044
"V928"	0	0	0.0526
"V929"	0	0.0769	0.0539
"V930"	0	0.1667	0.036
"V931"	0	0.0769	0.0714
"V932"	0	0	0.0792
"V933"	0	0.1591	0.0484
"V934"	0	0.1474	0.0629
"V935"	0	0.1286	0.065
"V936"	0	0.0357	0.0608
"V937"	0.2857	0.3077	0.1562
"V938"	0	0	0.0569
"V939"	0.4	0.4346	0.4005
"V940"	0.25	0.2708	0.2421
"V941"	0.2	0.1569	0.172
"V942"	0	0.114	0.0296
"V943"	0.2321	0.192	0.3061
"V944"	0	0.0417	0.0423
"V945"	0	0	0.0623
"V946"	0.4643	0.4964	0.5027
"V947"	0	0	0.083
"V948"	0.5667	0.2749	0.2242
"V949"	0.2857	0.085	0.0326
"V950"	0	0.15	0.1617
"V951"	0.4762	0.4384	0.3806
"V952"	0.25	0.3063	0.3364
"V953"	0	0.0677	0.0847
"V954"	0.1667	0.0476	0.1235
"V955"	0.5833	0.4381	0.4923
"V956"	0.4	0.5184	0.4795
"V957"	0	0	0.0653
"V958"	0	0	0.084
"V959"	0	0.0754	0.1092
"V960"	0.1111	0.0701	0.1098
"V961"	0.1111	0	0.0613
"V962"	0.1111	0.0701	0.0528
"V963"	0.2917	0.1601	0.1992
"V964"	0.2222	0.0345	0.0608
"V965"	0	0.0556	0.1324
"V966"	0	0.152	0.0159
"V967"	0.5	0.5205	0.5065
"V968"	0.4464	0.4951	0.4206
"V969"	0.5833	0.3409	0.3033
"V970"	0	0.0909	0.0374
"V971"	0	0	0.0603
"V972"	0.3056	0.4335	0.269
"V973"	0.1111	0	0.0519
"V974"	0	0.3	0.3843
"V975"	0	0.0435	0.1452
"V976"	0.1111	0.1299	0.0602
"V977"	0	0.085	0.0406
"V978"	0	0.0754	0.0485
"V979"	0.125	0.3116	0.2465
"V980"	0.4107	0.3063	0.2731
"V981"	0.3214	0.2077	0.0574
"V982"	0.2917	0.2908	0.3482
"V983"	0	0.1833	0.0962
"V984"	0	0.0815	0.0533
"V985"	0	0.0833	0.0629
"V986"	0	0.0833	0.0426
"V987"	0.2083	0.1032	0.1706
"V988"	0.1111	0.1305	0.2305
"V989"	0	0.0357	0.0811
"V990"	0.3056	0.0701	0.0642
"V991"	0	0.1654	0.1268
"V992"	0.35	0.5083	0.4052
"V993"	0	0	0.0864
"V994"	0	0.0625	0.0455
"V995"	0	0.125	0.0265
"V996"	0.125	0.0526	0.0509
"V997"	0.1111	0.1045	0.071
"V998"	0	0	0.0668
"V999"	0	0.1111	0.104
"V1000"	0	0	0.1078
"V1001"	0	0	0.131
"V1002"	0	0	0.1073
"V1003"	0	0.1045	0.0281
"V1004"	0	0	0.0554
"V1005"	0.2222	0.0345	0.1246
"V1006"	0.5357	0.5066	0.496
"V1007"	0	0.0385	0.0458
"V1008"	0	0.0815	0.0666
"V1009"	0.3611	0.3063	0.2393
"V1010"	0	0.04	0.0442
"V1011"	0	0.115	0.0268
"V1012"	0	0.04	0.0524
"V1013"	0	0.0783	0.0352
"V1014"	0.2083	0.2906	0.2705
"V1015"	0.4524	0.4569	0.4513
"V1016"	0.3929	0.3704	0.3767
"V1017"	0.3214	0.0677	0.0184
"V1018"	0.1111	0.0345	0.0435
"V1019"	0.55	0.4754	0.4201
"V1020"	0	0.0741	0.0553
"V1021"	0	0.2037	0.0895
"V1022"	0.5357	0.4577	0.4627
"V1023"	0.5476	0.4606	0.4561
"V1024"	0.1111	0.1305	0.0176
"V1025"	0.2083	0.2426	0.1167
"V1026"	0.1111	0.0677	0.0268
"V1027"	0.4583	0.5093	0.5024
"V1028"	0	0.0677	0.0769
"V1029"	0.3	0.319	0.2902
"V1030"	0.4524	0.2628	0.3295
"V1031"	0.3571	0.4565	0.4147
"V1032"	0	0	0.0637
"V1033"	0	0.08	0.1496
"V1034"	0.1667	0.1446	0.0643
"V1035"	0	0.04	0.0723
"V1036"	0.5	0.5	0.5015
"V1037"	0	0.0357	0.093
"V1038"	0	0	0.0616
"V1039"	0	0	0.1992
"V1040"	0.6667	0.2348	0.0616
"V1041"	0.6667	0.5143	0.503
"V1042"	0	0.1667	0.0204
"V1043"	0.25	0.0769	0.0592
"V1044"	0	0.1905	0.274
"V1045"	0	0.125	0.0299
"V1046"	0	0.125	0.0299
"V1047"	0	0.125	0.0881
"V1048"	0	0.2429	0.1324
"V1049"	0.3333	0.3132	0.1848
"V1050"	0	0	0.0553
"V1051"	0.5139	0.4872	0.4795
"V1052"	0	0.1108	0.1471
"V1053"	0.5	0.5138	0.502
"V1054"	0.2321	0.1123	0.1391
"V1055"	0.1111	0.1724	0.1472
"V1056"	0.5179	0.3733	0.3114
"V1057"	0.2917	0.2938	0.2685
"V1058"	0.1111	0.1897	0.0459
"V1059"	0.125	0.1083	0.1871
"V1060"	0	0.0345	0.0458
"V1061"	0	0	0.0576
"V1062"	0	0.0714	0.0396
"V1063"	0	0.05	0.0917
"V1064"	0	0.1421	0.1108
"V1065"	0	0.0476	0.051
"V1066"	0.5667	0.45	0.3989
"V1067"	0	0.2632	0.1361
"V1068"	0	0.0769	0.0567
"V1069"	0.5333	0.4963	0.489
"V1070"	0.5667	0.3875	0.4246
"V1071"	0.1667	0	0.0583
"V1072"	0.1667	0	0.0666
"V1073"	0.1429	0.3333	0.2732
"V1074"	0	0.1208	0.2306
"V1075"	0.35	0.3286	0.277
"V1076"	0.35	0.4	0.37
"V1077"	0.2	0.0714	0.1567
"V1078"	0	0	0.1497
"V1079"	0	0.1474	0.2357
"V1080"	0.25	0.0909	0.05
"V1081"	0.25	0.5058	0.4347
"V1082"	0.4167	0.2381	0.3228
"V1083"	0.25	0	0.0849
"V1084"	0	0	0.0544
"V1085"	0.4167	0.4833	0.3955
"V1086"	0	0.1654	0.0441
"V1087"	0	0	0.084
"V1088"	0.2083	0.2077	0.199
"V1089"	0	0.0783	0.1399
"V1090"	0.2	0.4079	0.4202
"V1091"	0	0.1857	0.1424
"V1092"	0	0.1374	0.0567
"V1093"	0.2619	0.2574	0.2
"V1094"	0	0	0.0583
"V1095"	0	0.0667	0.1026
"V1096"	0	0.3125	0.2147
"V1097"	0	0	0.0656
"V1098"	0	0.2545	0.0959
"V1099"	0	0.3269	0.0412
"V1100"	0	0	0.0982
"V1101"	1	0.4286	0.3853
"V1102"	1	0.4286	0.391
"V1103"	0	0	0.0833
"V1104"	0	0.0833	0.05
"V1105"	0	0.0833	0.0348
"V1106"	0	0.0909	0.0508
"V1107"	0	0.0909	0.0973
"V1108"	0.5	0.3636	0.3425
"V1109"	0	0.0833	0.0672
"V1110"	0	0	0.0508
"V1111"	0.5	0.4835	0.4995
"V1112"	0.5667	0.511	0.4857
"V1113"	0.3333	0.4231	0.3494
"V1114"	0	0	0.0982
"V1115"	0	0.2398	0.1695
"V1116"	0	0	0.0615
"V1117"	0.1667	0	0.0559
"V1118"	0.5667	0.5095	0.4111
"V1119"	0.1667	0.2333	0.2471
"V1120"	0.1667	0.2333	0.2192
"V1121"	0	0.1905	0.1109
"V1122"	0	0	0.0545
"V1123"	0	0.2476	0
"V1124"	0	0.0345	0.0446
"V1125"	0.125	0	0.1366
"V1126"	0	0	0.0856
"V1127"	0.2857	0.2807	0.2628
"V1128"	0.3333	0.2167	0.1338
"V1129"	0.5	0.475	0.404
"V1130"	0	0.0455	0.0495
"V1131"	0.4286	0.49	0.4784
"V1132"	0	0.0701	0.0768
"V1133"	0	0.0701	0.0768
"V1134"	0.2	0.0588	0.143
"V1135"	0	0	0.0516
"V1136"	0	0.0526	0.0491
"V1137"	0.4306	0.225	0.349
"V1138"	0.3	0.2574	0.1364
"V1139"	0.45	0.5053	0.5024
"V1140"	0	0.1978	0
"V1141"	0	0.3286	0.2175
"V1142"	0	0.1374	0.0907
"V1143"	0.35	0.3022	0.3246
"V1144"	0	0.114	0.0666
"V1145"	0	0.05	0.097
"V1146"	0.1111	0.1613	0.0524
"V1147"	0.2083	0.2438	0.2751
"V1148"	0.3611	0.2738	0.2937
"V1149"	0.1111	0.2906	0.1734
"V1150"	0.1111	0.0345	0.0355
"V1151"	0	0.1654	0.2401
"V1152"	0	0.1208	0.0325
"V1153"	0	0	0.0874
"V1154"	0.2917	0.3201	0.2971
"V1155"	0.1111	0.266	0.2586
"V1156"	0.1111	0.0741	0.0766
"V1157"	0.4167	0.3981	0.3917
"V1158"	0	0.04	0.0421
"V1159"	0.4	0.0435	0.0822
"V1160"	0	0.0345	0.0686
"V1161"	0.2083	0.0677	0.052
"V1162"	0	0.1305	0.0613
"V1163"	0.1111	0	0.0687
"V1164"	0.5139	0.3796	0.3765
"V1165"	0.5	0.3091	0.378
"V1166"	0.5	0.5	0.4936
"V1167"	0.5	0.2692	0.4899
"V1168"	0.5	0.2692	0.4899
"V1169"	0.2	0	0.0454
"V1170"	0.2	0	0.0887
"V1171"	0.35	0	0.1696
"V1172"	0.2083	0.1958	0.156
"V1173"	0	0.0677	0.1473
"V1174"	0.1111	0.1068	0.1922
"V1175"	0	0.1349	0.0769
"V1176"	0	0	0.0519
"V1177"	0	0.0677	0.0519
"V1178"	0	0.1032	0.0438
"V1179"	0.4722	0.1884	0.2414
"V1180"	0.3056	0.0677	0.0947
"V1181"	0	0.0677	0.0686
"V1182"	0	0	0.062
"V1183"	1	0.3713	0.3229
"V1184"	1	0.3235	0.2394
"V1185"	0	0.1078	0.0982
"V1186"	0	0.0556	0.0618
"V1187"	0	0.0677	0.0519
"V1188"	0.2083	0.1769	0.235
"V1189"	0.2917	0.2923	0.1734
"V1190"	0.5	0.4723	0.457
"V1191"	0	0	0.109
"V1192"	0.2857	0.0476	0.0553
"V1193"	0.1429	0.05	0.0684
"V1194"	0.4	0.2348	0.1494
"V1195"	0.4	0.3333	0.1467
"V1196"	0.6	0.3956	0.3447
"V1197"	0	0	0.0816
"V1198"	0.2	0.2637	0.1745
"V1199"	0	0	0.1322
"V1200"	0	0	0.0672
"V1201"	0	0	0.0708
"V1202"	0.4	0.5256	0.4973
"V1203"	0	0.2033	0.0703
"V1204"	0.35	0	0.0422
"V1205"	0.3	0	0.0416
"V1206"	0.2	0	0.0808
"V1207"	0.25	0.3125	0.1903
"V1208"	0	0.2476	0.0696
"V1209"	0	0.2292	0.184
"V1210"	0	0.1108	0.0464
"V1211"	0.1111	0.0357	0.0692
"V1212"	0	0.0677	0.0686
"V1213"	0	0.0345	0.0519
"V1214"	0.1111	0.0677	0.1099
"V1215"	0.1111	0.0998	0.0435
"V1216"	0	0.0556	0.0395
"V1217"	0	0	0.0523
"V1218"	0.1111	0.1068	0.0438
"V1219"	0	0.0357	0.0608
"V1220"	0	0.0357	0.1343
"V1221"	0	0.0677	0.0866
"V1222"	0	0	0.0612
"V1223"	0.35	0.3462	0.2594
"V1224"	0	0	0.0616
"V1225"	0.4667	0.1591	0.3967
"V1226"	0	0.0754	0.0603
"V1227"	0	0.1349	0.1255
"V1228"	0.2	0.0476	0.0363
"V1229"	0	0.1462	0.0538
"V1230"	0	0	0.0533
"V1231"	0.1111	0.1785	0.1926
"V1232"	0.45	0.5	0.4445
"V1233"	0	0.192	0.1811
"V1234"	0	0.1462	0.0292
"V1235"	0.4333	0.3033	0.1952
"V1236"	0.125	0.1709	0.1212
"V1237"	0.3214	0.1709	0.1859
"V1238"	0.5	0.3713	0.2495
"V1239"	0	0.2978	0.1312
"V1240"	NA	0.4286	0.2759
"V1241"	0.35	0.0714	0.1398
"V1242"	0.2	0.0769	0.111
"V1243"	0	0.1208	0.0783
"V1244"	0.5	0.5055	0.4808
"V1245"	0	0.1286	0.1446
"V1246"	0	0	0.0707
"V1247"	0.4167	0.4808	0.3302
"V1248"	0	0.1857	0.1848
"V1249"	0.25	0.1208	0.0189
"V1250"	0	0	0.0911
"V1251"	0.25	0.3167	0.2768
"V1252"	0	0.0714	0.0733
"V1253"	0	0.0726	0.0333
"V1254"	0	0.037	0.0641
"V1255"	0.25	0	0.1429
"V1256"	0.5	0.4758	0.4805
"V1257"	0.4821	0.3289	0.3056
"V1258"	0.125	0.0929	0.0915
"V1259"	0	0.1196	0.0349
"V1260"	0.5	0.5095	0.5017
"V1261"	0.3056	0.1045	0.0872
"V1262"	0	0.0357	0.1029
"V1263"	0.125	0.2771	0.1974
"V1264"	0.5	0.4501	0.481
"V1265"	0	0.0701	0.1287
"V1266"	0.1111	0.1653	0.166
"V1267"	0	0.1446	0.1968
"V1268"	0.1111	0.1068	0.1354
"V1269"	0	0.085	0.0795
"V1270"	0.2619	0.1688	0.1492
"V1271"	0	0.1558	0.0692
"V1272"	0	0.0476	0.0403
"V1273"	0.6667	0.5222	0.4676
"V1274"	NA	0.2083	0.1223
"V1275"	0.5	0.4526	0.3783
"V1276"	0.4821	0.3185	0.2129
"V1277"	0	0.037	0.0954
"V1278"	0	0.037	0.0442
"V1279"	0	0.141	0.1885
"V1280"	0.2222	0.1032	0.1288
"V1281"	0	0.0357	0.0615
"V1282"	0.1111	0.1601	0.0775
"V1283"	0	0.0345	0.052
"V1284"	0.2083	0.0345	0.0519
"V1285"	0.2917	0.1305	0.2629
"V1286"	0.1111	0.0345	0.0768
"V1287"	0.1111	0	0.0527
"V1288"	0	0	0.065
"V1289"	0.3	0.1299	0.1758
"V1290"	0.2	0	0.0543
"V1291"	0.4	0.2167	0.1218
"V1292"	0	0.0754	0.0811
"V1293"	0	0.0385	0.07
"V1294"	0.4667	0.4004	0.4001
"V1295"	0.4667	0.4111	0.4153
"V1296"	0.5476	0.5046	0.4984
"V1297"	0.4286	0.3631	0.307
"V1298"	0	0.3291	0.218
"V1299"	0	0.2554	0.2696
"V1300"	0.375	0.3116	0.3173
"V1301"	0.2083	0	0.1953
"V1302"	0	0	0.0587
"V1303"	0.2222	0	0.0866
"V1304"	0.5	0.2582	0.3263
"V1305"	0	0.4015	0.1719
"V1306"	0	0.0714	0.0708
"V1307"	0	0	0.2777
"V1308"	0	0.0714	0.0569
"V1309"	0	0.0769	0.1072
"V1310"	0.3333	0.1333	0.058
"V1311"	0.5667	0.4667	0.4259
"V1312"	0.4333	0.3713	0.4764
"V1313"	0.4333	0.3713	0.4698
"V1314"	0	0	0.2781
"V1315"	0.5333	0.3132	0.2421
"V1316"	0	0.1654	0.0367
"V1317"	0	0.2292	0.0898
"V1318"	0.2917	0.4778	0.4903
"V1319"	0.2083	0.2564	0.2367
"V1320"	0.2	0.3954	0.3177
"V1321"	0.4	0.2059	0.0629
"V1322"	0	0.0345	0.0687
"V1323"	0	0.0345	0.1332
"V1324"	0.1111	0.0998	0.0686
"V1325"	0.5	0.4841	0.5007
"V1326"	0	0.1601	0.0686
"V1327"	0	0.04	0.0704
"V1328"	0.125	0.3267	0.1521
"V1329"	0.125	0.0815	0.0394
"V1330"	0.1111	0.2821	0.1535
"V1331"	0	0.2894	0.3478
"V1332"	0.2917	0.1601	0.1692
"V1333"	0	0.0887	0.0903
"V1334"	0.2619	0.0526	0.0384
"V1335"	0.1111	0.0998	0.0355
"V1336"	0.2083	0.2989	0.3061
"V1337"	0.5	0.4423	0.3955
"V1338"	0.25	0.0526	0.1127
"V1339"	0.2	0.0815	0.0672
"V1340"	0.2	0.0815	0.1144
"V1341"	0.3	0.1569	0.187
"V1342"	0	0.1421	0.1412
"V1343"	0.1111	0.1897	0.1321
"V1344"	0.4444	0.2155	0.3697
"V1345"	0.1111	0	0.052
"V1346"	0	0	0.0524
"V1347"	0.1111	0.1613	0.0609
"V1348"	0	0.0701	0.0524
"V1349"	0	0.0667	0.0629
"V1350"	0	0.1208	0.0592
"V1351"	0	0	0.1057
"V1352"	0	0.2527	0.3532
"V1353"	0.3214	0.3098	0.2746
"V1354"	0.2321	0.085	0.1155
"V1355"	0.125	0.3713	0.3278
"V1356"	0	0.1078	0.1426
"V1357"	0	0.2237	0.1638
"V1358"	0	0.0677	0.0519
"V1359"	0.2917	0.1305	0.2311
"V1360"	0.3611	0.3214	0.1613
"V1361"	0.5357	0.5	0.5002
"V1362"	0	0.1305	0.0442
"V1363"	0	0.0677	0.0528
"V1364"	0.4861	0.4951	0.4255
"V1365"	0.375	0.1884	0.1168
"V1366"	0	0.0556	0.061
"V1367"	0.3333	0.0556	0.0315
"V1368"	NA	0.0526	0.0792
"V1369"	NA	0	0.0832
"V1370"	0.5	0.225	0.1494
"V1371"	0.5	0.0556	0.0476
"V1372"	0.3214	0.4348	0.3657
"V1373"	0.2321	0.2077	0.1872
"V1374"	0	0	0.068
"V1375"	0.2	0.0588	0.0336
"V1376"	0	0.1654	0.0756
"V1377"	0.5	0.5058	0.4789
"V1378"	0	0	0.0575
"V1379"	0	0	0.064
"V1380"	0.2	0.2403	0.0773
"V1381"	0.25	0.0887	0.0516
"V1382"	0.25	0.1447	0.1395
"V1383"	0.25	0.0952	0.0561
"V1384"	0	0.0974	0.0319
"V1385"	0.35	0.4466	0.4141
"V1386"	0.125	0.1357	0.0745
"V1387"	0.4107	0.4437	0.4556
"V1388"	0.2321	0.1421	0.0214
"V1389"	0	0	0.0629
"V1390"	0	0	0.0807
"V1391"	0	0.0769	0.0439
"V1392"	0	0.2438	0.0524
"V1393"	0	0.0385	0.0538
"V1394"	0	0	0.0723
"V1395"	0.2222	0.1462	0.0971
"V1396"	0	0.1601	0.0907
"V1397"	0	0.0974	0.0419
"V1398"	0.125	0.3099	0.3772
"V1399"	0	0	0.0916
"V1400"	0.25	0	0.0473
"V1401"	0.55	0.4444	0.4491
"V1402"	0.25	0.114	0.1811
"V1403"	0	0.1654	0.138
"V1404"	0.4667	0.4437	0.4036
"V1405"	0	0.2026	0.0602
"V1406"	0.2	0.307	0.3353
"V1407"	0	0.085	0.1373
"V1408"	0.1429	0.2945	0.1653
"V1409"	0	0.1265	0.0419
"V1410"	0	0.2332	0.1685
"V1411"	0	0.2332	0.1653
"V1412"	0	0.1286	0.0924
"V1413"	0	0.225	0.2361
"V1414"	0	0	0.0792
"V1415"	0	0.0998	0.0769
"V1416"	0.2619	0.3831	0.2197
"V1417"	0	0.0783	0.0558
"V1418"	0	0.0815	0.0558
"V1419"	NA	0	0.0576
"V1420"	0.5	0.1208	0.1898
"V1421"	0	0.1208	0.136
"V1422"	0	0.0714	0.1384
"V1423"	0	0.0714	0.0761
"V1424"	NA	0.0714	0.0761
"V1425"	0	0.0714	0.0776
"V1426"	NA	0.1208	0.1039
"V1427"	0.2083	0.0677	0.1622
"V1428"	0.1111	0.0701	0.0349
"V1429"	0	0.1601	0.0686
"V1430"	0.1111	0.0998	0.0435
"V1431"	0.3611	0.1396	0.142
"V1432"	0.3611	0.4929	0.5021
"V1433"	0	0.0998	0.0705
"V1434"	0.5417	0.5093	0.4627
"V1435"	0.1111	0.0345	0.0524
"V1436"	0.2222	0.2167	0.1188
"V1437"	0.2222	0.2167	0.1188
"V1438"	0	0.3516	0.184
"V1439"	0	0	0.0898
"V1440"	0.5238	0.435	0.3982
"V1441"	0	0.0385	0.0699
"V1442"	0	0.2369	0.0984
"V1443"	0	0	0.0649
"V1444"	0	0	0.0544
"V1445"	0.3333	0.3261	0.1708
"V1446"	0.125	0.2037	0.1799
"V1447"	0	0	0.0553
"V1448"	0.3929	0.3116	0.3743
"V1449"	0	0.0726	0.0538
"V1450"	0	0.1068	0.0379
"V1451"	0.125	0	0.0569
"V1452"	0.125	0.185	0.1241
"V1453"	0.25	0.1558	0.1658
"V1454"	0	0.1688	0.1224
"V1455"	0	0.1	0.1292
"V1456"	0.2619	0.319	0.227
"V1457"	0.2619	0.319	0.2334
"V1458"	0	0.0455	0.1367
"V1459"	0	0.0701	0.0887
"V1460"	0	0.1305	0.1036
"V1461"	0.2	0.2749	0.2235
"V1462"	0	0.0417	0.2045
"V1463"	0.2321	0.04	0.0375
"V1464"	0	0.266	0.0519
"V1465"	0.2083	0.0345	0.0686
"V1466"	0.1111	0.0345	0.0686
"V1467"	0.1111	0.1601	0.101
"V1468"	0.2083	0.0345	0.0435
"V1469"	0.1111	0.1944	0.2246
"V1470"	0.2083	0.0345	0.0349
"V1471"	0.5	0.4946	0.4941
"V1472"	0.5179	0.4946	0.4912
"V1473"	0.4167	0.4743	0.4537
"V1474"	0	0.0726	0.0642
"V1475"	0	0.0726	0.0362
"V1476"	0	0.0754	0.0809
"V1477"	0	0.05	0.0503
"V1478"	0	0.1357	0.1412
"V1479"	0	0	0.0773
"V1480"	0.1667	0.2403	0.3104
"V1481"	0.2917	0.36	0.3414
"V1482"	0.1111	0	0.081
"V1483"	0	0.0726	0.0365
"V1484"	0	0.0417	0.0717
"V1485"	0.1111	0.037	0.0972
"V1486"	0	0.1032	0.071
"V1487"	0.2083	0.0357	0.0442
"V1488"	0.1111	0.037	0.0809
"V1489"	0.5	0.5012	0.4802
"V1490"	0.5238	0.4467	0.4243
"V1491"	0	0	0.1259
"V1492"	0.5476	0.5	0.497
"V1493"	0.4286	0.3333	0.259
"V1494"	0.1429	0.0929	0.3574
"V1495"	0	0.0476	0.0726
"V1496"	0.1111	0.1305	0.1573
"V1497"	0.125	0	0.0692
"V1498"	0	0.2844	0.0779
"V1499"	0.4643	0.2228	0.314
"V1500"	0.2321	0.1245	0.0598
"V1501"	0.25	0.5192	0.502
"V1502"	0	0	0.1014
"V1503"	0	0.0769	0.05
"V1504"	0	0.4545	0.3708
"V1505"	0	0.5064	0.4574
"V1506"	0	0	0.0758
"V1507"	0	0.1769	0.2235
"V1508"	0	0.1727	0.0412
"V1509"	0	0.2115	0.1624
"V1510"	0	0.1474	0.0208
"V1511"	0	0.0909	0.0823
"V1512"	0	0.1032	0.0442
"V1513"	0	0.0357	0.0524
"V1514"	0	0.132	0.0872
"V1515"	0.2	0.1245	0.0442
"V1516"	0.2	0.0455	0.0544
"V1517"	0.35	0.1558	0.3
"V1518"	0.5	0.5098	0.4992
"V1519"	0	0.2451	0.242
"V1520"	0.4	0.2484	0.3723
"V1521"	0	0.1176	0.0278
"V1522"	0	0.0455	0.0442
"V1523"	0	0.0476	0.0864
"V1524"	0.3333	0	0.0333
"V1525"	0	0	0.0665
"V1526"	0	0	0.1648
"V1527"	0	0	0.0671
"V1528"	0	0	0.055
"V1529"	0	0.1305	0.0349
"V1530"	0.3333	0	0.1009
"V1531"	0.25	0	0.0897
"V1532"	0	0.3056	0.0518
"V1533"	0.1429	0	0.0531
"V1534"	0.2619	0.4902	0.4221
"V1535"	0.4762	0.4105	0.2366
"V1536"	0.1667	0.0556	0.0946
"V1537"	0.2619	0.2009	0.2263
"V1538"	0	0.0526	0.0873
"V1539"	0.5179	0.5043	0.4888
"V1540"	0.1111	0	0.0686
"V1541"	0	0	0.061
"V1542"	0	0.0385	0.1024
"V1543"	0	0.1558	0.1221
"V1544"	0	0	0.0793
"V1545"	0.1429	0.1569	0.0793
